post_id,text,true_label,pred_label
16344762_gab,oh well then he just a moron full accelerationism would have been the route to go if the cunt had been elected with trump it an absolutely retarded play,offensive,offensive
1263614686156558336_twitter,of course this is the most efficient way to solve the too many east south asians problem,hatespeech,normal
18913134_gab,for crying out loud millions if children are abused mentally ohydically emotionally are raped sexually abused every day do you want more,normal,normal
1249408570124144640_twitter,<user> swear to god the most hateful racism experienced by minorities are caused by whites and asians,normal,normal
1085450894710370304_twitter,people should not judge muslims fast crime ni crime nyinyi kazi kurusha midomo ety oh ety aa fuck you if you have nothing to say,normal,normal
1179086077648347136_twitter,testing testing <user> <user> <user> <user> speak freely gab fam rotting moldy nigger tit flap cheese pus retard assfucking retarded nigger penis head ballsacks lots and lots of ballsacks on andrew torba forehead,hatespeech,hatespeech
16771882_gab,this film is a retarded oscar bait whore bitch cunt nigger faggot waste of fucking time jennay is a whore,hatespeech,hatespeech
1178982358592217091_twitter,confirmation having nazi europol and the faggot creating mashup of nazi judges and stateattourneys with militery personal keeping them artificial alive aswell dr greatings hysteric braindammage for domesticationel submission,offensive,offensive
1178245926223110145_twitter,bro my neighbors are some fucking thieves ain t nothin worse then ghetto white ppl 😒,offensive,offensive
1178194517368938499_twitter,watching this anal rape episode pretty funny but the one thing that annoys me about an otherwise fine episode is the use of sam jackson and charlie murphy as the voice of the wiggers i think it done to give ppl license to laugh at white people dropping n bombs freely,offensive,normal
1169985560938799104_twitter,shoot a nigga on his porch and make him fall in his kitchen,normal,normal
1098170218055122944_twitter,<user> i wonder how the newspapers defined obvious racism as economic anxiety in germany as the nazis rose to power p,normal,normal
1178796840298242048_twitter,<user> <user> i guess he wasn t ready to get raped in prison by a big black buck he did not want a taste of his own medicine no tears shedded here black lives matter,normal,normal
4234170_gab,john lewis is not a respectable civil rights icon he a degenerate blacktivist with a history of boycotting white presidents in an effort to energize his atlanta based ghetto constituency,offensive,offensive
1160824563472769024_twitter,type are you a girl or a boy i am a nigger and replace the nigger with the predictive nigger thing,offensive,hatespeech
25464404_gab,could you even imagine how many crimes there are that these mexican invaders have covered up by the kike media i can not even begin to theoretically comprehend how bad it is,hatespeech,hatespeech
14605009_gab,if that ambulance chasing kike feminist cunt gloria allred is involved in a case you know itz jewshit,hatespeech,hatespeech
1179104137671254017_twitter,<user> <user> damn you would have thought there would have been at least one white person in these mug shots lol,normal,normal
1178840543691988998_twitter,chris rock let two white men say nigger in front of him,normal,hatespeech
17978962_gab,you just compared east asians to sandniggers,hatespeech,hatespeech
24282917_gab,twenty men translation shitskin invaders,hatespeech,hatespeech
25160111_gab,why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,hatespeech,hatespeech
23366947_gab,these faggots and dykes need to stop pushing their perversions in our and our children faces it is all part of their diseased agenda to groom and indoctrinate more kids into their disgusting lifestyle it is not about teaching tolerance its about making more faggots and dykes,hatespeech,hatespeech
1179075703653961729_twitter,you all blame everybody and they momma except the nigga that cheated on you,normal,normal
18237480_gab,how does it feel selling your country out to foreigners and having your daughters raped in the name of anti racism lol you e the laughing stock of the world there is nothing honorable about being a bunch of cucked sand nigger loving faggots i hope you all die,hatespeech,hatespeech
1178831150053244928_twitter,once again i clean the community health center albeit they left the community for the burbs but want the people to come here anyway she bitched about treating a refugee from uganda because that country should be taking care of her sigh,normal,normal
1178794432293945350_twitter,did these niggers evo ko and ola join forex,hatespeech,hatespeech
24754249_gab,i liked the poor whites left behind angle of twp but who d give a shit about blacks in that situation why are not they seeking out opportunities elsewhere,normal,offensive
9203487_gab,if that quote is in relation to physical confrontations then i think i would agree too i am not so sure about the teaching programming part though i think it a natural thing for women to be non violent the number of men getting incarcerated for violence is way higher than women,normal,normal
1087571270605131776_twitter,you know these hoes wishy washy they will fuck yo potna and take all of yo gwalla,offensive,offensive
1259946737957044228_twitter,<user> yes unless theyre all gay amp reclaiming the slur yes they are,normal,normal
1179038537447985152_twitter,i will not come out gay again i am <percent> heterosexual man no more saying i am a virgin either that why people said i was gay,normal,normal
1092081296615112706_twitter,mid tipperary minor football full time moyne templetuohy thurles gaels <number> <number> <number> gortnahoe glengoole <number> <number> <number>,normal,normal
20659618_gab,damn dat wetback needs to strap in those moobs,hatespeech,hatespeech
1178859010931322880_twitter,<user> actually some middle easterners are caucasians but not white,normal,normal
26461856_gab,i am not disagreeing with your version but do not you think that backing off of jewz mudslimes looks awfully suspicious in light of what going on today i do,offensive,hatespeech
1160724403472089088_twitter,louis said i am only here to collect my award and get the fuck out of these premios tvynovelas usa edition bye hoes i love you all 💋,normal,normal
13637009_gab,sail foam as in yo mayne ah beez finna axe dat muhfuggin nigger whaa ahh kaynt git me mah new sail foam muhfugga sheeit 🐒,hatespeech,hatespeech
1180860204193333249_twitter,joker <number> <number> ya esta en mi top <number> versiones del joker joaquin phoenix mark hamill y heath ledger,normal,normal
27605417_gab,miss america shall embrace beer for beer makes fat women look beautiful,normal,normal
18615145_gab,the dog did not eat hillary clinton homework the dog also did not eat the fbi texts i am tired of retarded democrats blaming everything on the fucking dog releasethememo thememo lockherup,offensive,offensive
1179096456986271744_twitter,when my big unc come back im snitchin tired of this retarded ass boi 🤦 🏽 ‍ ♀️,normal,offensive
1195925569562693632_twitter,<user> modern commercials are beyond retarded,offensive,offensive
27557490_gab,the jews were solely responsible for selling slaves and starting the entire slave trade as a business they made white people depend on slaves then the jews also freed the slaves and unleashed them on white people afterwards,hatespeech,offensive
19052532_gab,toody you liying nigger bitch you took my car,hatespeech,hatespeech
20121839_gab,says the retarded mong that had his here as nemesisofmycroft i broke you 2 yrs ago and you have never recovered,offensive,offensive
21969771_gab,he a jew when it convenient for him and a fellow white person when thats more convenient just like literally every other kike,hatespeech,hatespeech
23459877_gab,what is this red shoes meme i am hearing about did anglin really suggest wearing nigger shoes or am i wrong,hatespeech,hatespeech
1179100220170424320_twitter,any rapper wanna buy some clever one liners that my white ass can not make sound cool,normal,normal
1168657069639176192_twitter,<user> 😂 😂 i ’ m with the negros alabama state,offensive,normal
1179088288340160514_twitter,i am not judging i have dealt with a psycho broke ass negro that worse,offensive,hatespeech
1168145356162572290_twitter,i hate them off white belts,normal,normal
21716968_gab,why was that muzrat pos in austin who vetted him,hatespeech,hatespeech
1105175976613416961_twitter,<user> have you seen the demisexual flag w the triangle i fucking hate it its like stolen holocaust symbology,hatespeech,normal
25891034_gab,if we had no politicians in d.c. at least <number> months out of the year we could save millions on sexual harassment payouts we could visit d.c. without getting dirty,normal,normal
1231014965827571714_twitter,<user> <user> i hate you so much im choking over here 🤣 🤣 🤣 🤣,normal,normal
9556293_gab,cnnbreakingnews this afternoon at the g20 summit trump threw a used kleenex toward a wastepaper basket and missed it showed his continuing contempt for working men and women throughout the world and his continued denial of climate change sources inform us it was a russian brand of kleenex,offensive,normal
15413395_gab,white women please take you heads out from your butts i do not want to be raped by shitskins stop welcoming them for god sake,hatespeech,hatespeech
17095062_gab,very nice now women can decide if they want to get raped or not 😷 taharrush happynewyear migrants islam,hatespeech,offensive
16510965_gab,you are entirely correct lowlives love pitbulls meth dealing tweakers outlaw bikers black ghetto thugs juggalo stoners chicano gangbangers they all love pitbulls i blame snoop dogg for this,offensive,offensive
11070324_gab,ghetto whites influenced by ghetto blacks can you give one example of when black culture has influenced whites positively nb4 rock n roll,offensive,offensive
15467484_gab,i guess col <user> was wrong about just pounding the table if the law facts are against your case the smart thing to do is pack the jury with wetback child rapists,hatespeech,hatespeech
27586112_gab,the pair allegedly started their relationship when the boy was a student at harwood junior high school between <number> and <number> when he was <number> and in the 9 th grade <number> and in 9 th grade nigger or some sort of creatura,hatespeech,hatespeech
19011232_gab,civilized lol and now the pakis are on british soil just returning the favor good job ain t karma a bitch,normal,hatespeech
1086259383443451905_twitter,<user> shameless never did anything fr kashmiri pandits and talking of humanity you jihadi funded third grade ngo,hatespeech,normal
10681081_gab,a million thumbs up we need museums of victims there have been so many as is we do not even have many online memorials for white victims of black violence the memorial pages for victims of illegal alien crime are very simplistic wichita massacre victims deserve a monument,normal,normal
2642618_gab,its nice to know some of the refugees are converting to christians,normal,normal
1212081965643583489_twitter,is sucking your own dick gay i ’ m not asking for myself,offensive,normal
1178850695212142592_twitter,<user> in <number> <percent> of interracial violent crime between whites and blacks was black on white you will not cover that but you will reach <number> years ago and pull out this <number> single white on black crime to lie by omission,normal,normal
17337071_gab,i am atheist i will fight against islam to the death i have seen how vile muzzies are,hatespeech,hatespeech
1179101383640772608_twitter,bitches just wear they bra and swear it their halloween costume saying i am a slutty schoolgirl no bitch you a victoria secret mannequin,offensive,offensive
1179083549439193089_twitter,rosie o ching chong wing wong i hate chinks donnell,hatespeech,hatespeech
22032466_gab,what the fuck is wrong with these parents not homeschooling your kids is retarded enough but these parents that throw their kids in non white schools are next level unforgivable insanity,offensive,offensive
16060784_gab,bet there would not be so many interracial relationships if all the baby come out white,offensive,normal
1178965584488230913_twitter,<user> he is infected with jihadi virus he will spread it to others,hatespeech,normal
1179099485512839169_twitter,where all the funny shit at i am tired of reading you all retarded ass rants and passive aggressive comments,normal,offensive
16980692_gab,post that kike star again and you can wear them in the oven,hatespeech,hatespeech
18080847_gab,haiti like ghetto shitholes across america is an open financial sewer throw billions at the place and you will not even see where the money went whites do not have the stomach to rule these places like they need to be ruled with strongmen,offensive,offensive
1178831978935853056_twitter,i knew d wade was gay,normal,normal
17559974_gab,never vote for a nigger,hatespeech,hatespeech
1178803080583946242_twitter,<user> the adl does not think it okay to be white simplified,normal,normal
23042044_gab,if the authorities say it was a woman shooter we know for certain that it was black moslem male,normal,hatespeech
4882319_gab,let us not forget coke ceo is a mudslime and the pepsi one slandered trump have not purchased the products since,offensive,hatespeech
15909380_gab,socialist dictator socialist feminist son of a whore space cadet spoiled bitch stuttering barky stuttering clusterfuck the brown clown the choom gangster in chief the color muslim the community agitator the crony elitist presy the drama king the execuitve infant the face of evil,hatespeech,offensive
1179087143056093185_twitter,<user> <user> she was a good girl she dindu nuffin,normal,normal
1123638363292987393_twitter,yes gurl fuck u fake ass hoe,offensive,offensive
15400774_gab,i am totally disgusted with uk wstmnstr mps who seem to think that a minority moslem population proven to be welfare parasites terrorists pedo rapists overly represented in convicted criminals is more worthy of their support than the indigenous taxpaying british they clearly show their treason,offensive,hatespeech
1179105114163990528_twitter,<user> they must ve planted a white person brain in her like in get out,normal,normal
3041452_gab,so if jews are smarter than the average bear i guess their kryptonite is trains then or something hellnoitdidnthappenduh,hatespeech,hatespeech
20187632_gab,white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa,hatespeech,hatespeech
1179104220643020800_twitter,<user> so now you use twitter and to do this presidential harassment,normal,normal
26842382_gab,round up the jews,hatespeech,offensive
1114486790453321728_twitter,<user> <user> target only jihadi muslims and rohingas,offensive,normal
23903588_gab,can not wait to see the raghead after a heart attack with his newly found free healthcare turn down a pig heart valve to stay alive would not be surprised if we have halal certified chicken valves for them instead,hatespeech,hatespeech
16126695_gab,four days before i deactivate my twitter account and i do not miss it one bit gabfam outshines jackbrats it not even funny welcome all refugees 🖐,normal,normal
1182614622857089024_twitter,its also how redguards are a vague brown race like all poc are like homogenous sad we cant have latinos,normal,offensive
2716714_gab,a home fry is a potato from the ghetto thats all gang bangy n shit,offensive,offensive
1179100754747023361_twitter,ok these are not remaining funny alas nonbinary culture is reading a queer sf f novel and getting hopeful when a character is referred to as they only to realize they will be gendered later 🙄 🤦 ‍ ♂️,normal,normal
1178082052513468417_twitter,<user> <user> a camel jockey midde east watering station,normal,normal
8537801_gab,melbourne single shade of islam this was the terrorist yacqub khayre note that he not wearing arab or moslem clothes he literally looks like he going to a club and probably pays his bills like other australians but he fought for terrorists that taqiya that islam,hatespeech,hatespeech
21271054_gab,import 3 rd world in bred retarded violent pychopaths who want to convert the world to islam because the west did not already have enough of its own problems,hatespeech,offensive
14057110_gab,<number> uk mps involved in the cover up of <number> million white children raped by paki muslims resign all of you filthy bastards,hatespeech,hatespeech
24405990_gab,lmao i read some long ass shiz about they dont know if arabs or jews or whatever invented it i love the hell outta it tho i admit it,normal,offensive
1143847627286556679_twitter,<user> “ lets go gays ”,normal,offensive
15824604_gab,did not you have to leave for work hours ago you shit tier kike lol tell your hooknosed bosses to send someone better before your shift ends,hatespeech,hatespeech
6600735_gab,yes there are two fags who are triggered by my retard realism,hatespeech,offensive
23335075_gab,deleted twitter facebook and messanger today am finally done with the censorship and selling of info may fuckerberg become the bitch of a mussel and his wife a sex slave in iran,hatespeech,hatespeech
7026781_gab,q why did the bulldykes beat the faggots in a <number> mile run a because the dykes went lick ity split but the fags had to pack their shit,hatespeech,hatespeech
17065878_gab,by heard you mean you made it up in your tiny kike brain take my advice and leave the trolling to the pros shlomo,hatespeech,hatespeech
1179021145682501633_twitter,<user> oo what does it say about women,normal,normal
1228049932654759936_twitter,i hate you ghetto hoes i hate oakland bro,offensive,offensive
5929022_gab,sadly this site has ended up as a boring white nationalist ghetto which means that gab is not going to ever take off bigly as much as liberal baloney bores the living crap out of me this place needs more ulp diversity of thought sorry,normal,normal
1178724697128595457_twitter,bitch i am a big ol nigga,normal,normal
1178759495809425408_twitter,go on vacation for a week come back and we all just fucking hate queer eye and kale,normal,normal
1178845742468870144_twitter,im gonna eat every nonlesbian who says dyke fully knowing they should not i feed on stupid little bitches,hatespeech,offensive
1178094473064177664_twitter,<user> i damn sholl wasn t lining my baby hairs up 😂,normal,normal
13922282_gab,this is why naxalt is bullshit the faggot mind of sheep uses the <number> as the rule to say there are no wolves yet when attacked it only <number> of wolves eating sheep,offensive,offensive
14755285_gab,we are awake not woke let not butcher the english language we are not peasants or ghetto,normal,offensive
1178234102002016256_twitter,late nite shower felt risky towel on my head call me towel head,offensive,normal
24954806_gab,here comes silverstein to white knight for faggotry while taking potshots at <user> ‍ you are a pathetic faggot consider an hero,offensive,offensive
13107427_gab,dear niggas police your own you filthy scum by the by any pedo or rapist should be burned at the stake not just the spook it just they seem to like that shit almost as much as scum moslem groomers,hatespeech,hatespeech
1178831019711045632_twitter,<user> i dont want your stupid nigger money,hatespeech,hatespeech
1092230580312395777_twitter,oh this is getting niggerish,hatespeech,hatespeech
1179066514974093312_twitter,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> anyone wanna bet how long until he starts denying the holocaust,normal,normal
3218308_gab,· <user> downvote me faggot or i will put mmbop live nobody wants that,hatespeech,normal
1178515162002857986_twitter,<user> <user> <user> jews assisted the nazis slaves assisted slave masters mexicans assist the white people treating them like animals,normal,normal
1166002876352794625_twitter,if u spell jacob like jakob u a retard,offensive,offensive
1165043319321366528_twitter,<user> notice how all the negros i in this thread ugly asf lmao,offensive,offensive
1179050112099602433_twitter,nothing says white bitch more than getting excited about almond butter,offensive,offensive
1109911987583094784_twitter,<user> lakune is a retard,offensive,offensive
14047514_gab,fuck muslim immigrants when the shit finally hits the fan the muslim immigrants will run from our country i bet you that,hatespeech,offensive
21264018_gab,protesting immigrant rape hate crime,hatespeech,normal
8460744_gab,unapologetically american i like legal immigrants who come here to be american and make a better life for themselves and their children the illegals can fuck off,offensive,offensive
5019945_gab,omg u guys check out tmz madonna just bought <number> new little niggers an theyr blacker than an ink stain at night 😹 😹 😹 thhe niglets look like shaved retarded baby monkeys 😹 😹 😹 im laughing so hard im gonna pee 😹 😹 😹,hatespeech,hatespeech
19186983_gab,well they just do not have the right approach you just can not plop yourself down in the middle of the ghetto and act like a peaceful loving hippy and expect everything to be all better in a month but that exactly what they do,normal,offensive
15718894_gab,mudsharks set the movement back more than anything just having female leaders sets us back let alone being both female and a nigger lover wn is diametrically opposed to race mixing richard spencer is way better than her she wallows in the mud,hatespeech,hatespeech
17052889_gab,i am against the oppression of women and everything islam encompasses,normal,normal
1179031922489614336_twitter,<user> <user> <user> i call anyone a nazi who is a racist white nationalist it not that abstract,normal,normal
1146148844742369281_twitter,<user> i just seen u say u want a neck tat but a portrait ghetto alright young m a,normal,offensive
25071246_gab,nothing anglin writes today will ever beat how to be a nigger on twitter that article had me howling for days,hatespeech,hatespeech
21852772_gab,thread brainstorm below list what you see the jews doing as their major false flag attack to try to stop the mass awakening happening now country city type of attack and who the jews will false flag as perpetrating country group,hatespeech,offensive
17387703_gab,no they actually dont because like every other race besides the white race they are not scared to have an identity and unify under their race also honesty the inner city ghetto blacks constantly committing crime and murdering people is a bit more of a problem than the blm faggots,hatespeech,hatespeech
23558286_gab,yep i knew you were a kike you are promoting a conspiracy between trump and putin that never existed gas yourself my commie kike,hatespeech,hatespeech
1802323_gab,just another moslem victim card they eat meat and pigs are killed in the same slaughter houses as their meat if this was real every damn moslem in civilised countries would be vegetarian <user>,normal,hatespeech
1203280822704492544_twitter,free gay muscle anime pictures best household sex toys sex change tests,offensive,normal
1116017651862712320_twitter,i find myself trying to relate with most lesbians by well being gay,normal,normal
5275124_gab,she took a little time off from preparing the grounds of her english estate to house muslim refugees so that she could stick her snarky bitch comments squarely into our politics maga <user> <user>,offensive,offensive
1123227111810945024_twitter,lmao gay haircut,offensive,normal
14518012_gab,he disgusting cuck that deserves to be publicly hanged he a traitor that why his country is being raped and pillaged,hatespeech,hatespeech
1179083222543679488_twitter,<user> <user> i am <number> hoe 😭 😭 😭 go cry ur white tears somewhere else,normal,normal
1200611362084253696_twitter,<user> <user> jews are white now,offensive,offensive
9474798_gab,wsh clearly shows that blacks enjoy watching blacks get the shit beat out of them,offensive,offensive
20685925_gab,i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a real life situation knows of them of course most anyone i talk to here is in agreement where liberals rats and muzzies are concerned,hatespeech,hatespeech
6876503_gab,give a nigger a rope and he thinks he a cowboy when you obey the rothschilds you get you caymen account padded,hatespeech,hatespeech
1179042136731336704_twitter,often overshadowed by breast cancer awareness month october is also domestic violence awareness month in a year over <number> million women and men are victims of rape physical violence or stalking by an intimate partner in the us,normal,normal
22726083_gab,laura ingraham is a dumb bitch fuck her she cucked twice once on that nigger faggot basketball player now this managed controlled punk,hatespeech,hatespeech
1179025513970577408_twitter,first mental breakdown of the year i fucking hate school,normal,normal
1174019973871632384_twitter,related instagram tags for jewelry fashionable designer trendy hairstyle fashion gram fashion blog menswear men style trend,normal,normal
1196149360838561794_twitter,<user> i peeped your avi you definitely look like the ghetto ass auntie that you are 😂 🤩 💋,offensive,offensive
13162665_gab,i hope the niglets keep going down on their knees its the only realistic depiction of blacks on fake news tv any chance of getting t shirts made that say <user> boycott nfl tebow rule cant pray owners are pleased with their blacks down on their knees,offensive,hatespeech
1195515140143058944_twitter,<user> the campus is also a place where the law must be observed and should not be used as a cover for violence,normal,normal
1178570489926733826_twitter,<user> <user> tweet about illegal immigrants or muslim terrorists they will be round in <number> minutes,normal,normal
17929392_gab,<number> <number> salute brother its the the truth and nothing but the truth enjoy and let it develop your brain and use it against your kike government,hatespeech,hatespeech
1178471252325027845_twitter,he used to be a wrestler but now goes to college as the only male dancer he could help me become better at violence,normal,normal
9651945_gab,ive never heard of a muslim that wasnt a rapist be it to a human or livestock,hatespeech,hatespeech
1206208308446662656_twitter,<user> he got banned retard,offensive,offensive
1159330162300919808_twitter,<user> <user> disgusting bitch ima beat her ass,offensive,offensive
10600429_gab,the government needs to keep inspecting the places that towel heads worship cause they are bad places and whats going on with the cop killer that shot the white un armed woman,offensive,normal
6073561_gab,i never try and break up an argument between gay guys you never know when it may come to blows,normal,normal
10659662_gab,lol im just laughing my ass off at you for thinking that white identity actually means something i guess then that you identify with the hollywood white commies,normal,normal
15741153_gab,duh a retard screams and is silenced how is this news,offensive,offensive
13929223_gab,then send the nigger to prison maybe <number> years will loosen the niggers lips,hatespeech,hatespeech
1182374073646628870_twitter,in every female bestie you will always find one lesbian 😊 😋 🤗,normal,offensive
12411881_gab,white athletes protesting white genocide or black on white violence would make some serious news imagine a white college football player kneeling during the anthem and saying he did it to protest the 2 0 k white girls that blacks rape and sexually assault every year,offensive,normal
1167131165138063360_twitter,tonight klopp is the goat when he releases his line up v burnley he a nazi thats how it works,normal,offensive
1178837107458105345_twitter,why he can not get a hoe that work minus the crazy,offensive,offensive
16653711_gab,i remember when deplorable was a bad thing now it a badge of honor when someone calls me a racist bigot homophobe islamaphobe etc i say you are absoutely mistaken niggers street shitters and faggots do not scare me even a tiny bit so no phobe here,hatespeech,hatespeech
19588901_gab,holly serial killer wtf are you retard 😨 😨 😨,offensive,offensive
27284969_gab,another reason voting is pointless civ nat burger nat at its finest let us ask niggers who the good niggers are so we can get the nigger vote <number> iq apes will turn this country red blue wave be damned trump is owned by jews anyway ridiculous <user> ‍ <user> ‍,hatespeech,hatespeech
19629384_gab,no most people do not want war as long as there are jews there will be wars for profit and to kill good white men,offensive,offensive
1084229983181115392_twitter,that nigga duckworth the greatest of all time,normal,normal
15032419_gab,<user> there you are we baited the libtards few weeks back i have een suspended from twatter for calling minaj a ghetto whore,hatespeech,offensive
13961057_gab,all the blacks in the picture are not indigenous these are migrants from northern countries drawn by promise of the wealth created by the boer the only blacks who were there originally were tiny numbers of hottentot bushmen so much for the motherland not yours pal,offensive,offensive
17678418_gab,build an immigrant ghetto next to his retirement residence,offensive,offensive
2774910_gab,frminists are unhappy dykes seeking to undermine men due to low a pussy stockpile they are slaves to their higly unstable sex drive,hatespeech,hatespeech
23891901_gab,i just watched the interview if sean hannity had run the interview it would have been completely different instead of comey white washing himself hannity would have had comey in a fetal position crying sobbing i am sorry i am so sorry america i fucked up,normal,normal
1124544521717649409_twitter,<user> slurs would be wetback or beaner not illegal alien 🙄,offensive,hatespeech
1178966664672665601_twitter,<user> white people do not care about losing their own lives to gun violence enough let alone black people to pass a gun bill over <number> people shot up at a country concert and nothing from sandy hook to columbine nothing changes,normal,normal
1124945698523369472_twitter,<user> r u retarded i graduated that ’ me on the screen,offensive,offensive
1144441414891311105_twitter,its the summer time so niggas are going to disrespect their boys just to catch a body,normal,normal
1212915797192052737_twitter,why canada got so many bad bitches and they all from quebec,offensive,offensive
9270134_gab,well scotus bitch slapped 9 th 4 th circuits even the dyke agreed <number> <number> if this decision does not illustrate the bankruptcy character of leftist judges in lower courts i do not know what cud leftists judges make a ruling which ignored the constitution it exposed their perversity disregard <number> law,normal,hatespeech
1178828752379400193_twitter,scrawny ass mf put a shirt on next time no one wants to see your ugly tiny white ass nips 🙅 🏻 ‍ ♀️,normal,offensive
1179091375754743809_twitter,i swear to god i wanna get raped in the most degrading and humiliating way ever i wanna cry real fear tears معصيتي راحتي,offensive,normal
13545133_gab,not as hard as it must be for you a basic bitch libertarian desperately cuckposting retarded memes to your internet black friend to prove you are not racist,offensive,offensive
26558540_gab,fuck you and your horseshoe faggot,offensive,hatespeech
13381342_gab,there are quite a few details that lead me to believe this was a queer on queer murder so it dont matter sure doesnt deserve a gab sidebar,hatespeech,normal
1176865628789059584_twitter,<user> <user> nigga behave 😂,offensive,normal
1178926058688696320_twitter,<user> the guy is deluded i have witnessed <number> police officers struggle to restrain one guy let alone one woman and six kids what a redneck attitude in america,normal,offensive
18941504_gab,whitegenocide rfid jewish controlled media is not news its a bureau of communist indoctrination or hatenews to make people help the jews create the communist nwo where no white person will be spared and the current generation of black people will become slaves again,hatespeech,offensive
1179099988644769797_twitter,had a grown freak bitch we use to slut that bitch out 🤐,offensive,offensive
1090805892679778304_twitter,lmao i hate when i slide a homie a bitch and she end up being dummy smooth,offensive,offensive
21396361_gab,and islam is not even a race so how can it be considered racism in the first place,normal,offensive
4047451_gab,<user> it is in some circles but in others it the same as nigger to a lesser degree we can not criticize our own race traitors because when you are white betraying your people for smelly black and brown animals is a good thing,hatespeech,normal
17890506_gab,that is some black lives matter dumb asses disrupting a college classroom by jumping on the desks and chanting some retarded tripe about racism blah blah blah,offensive,offensive
1179002805908062209_twitter,let straights straight and dykes dyke in peace and stop being such an academic fucking sissy show off about every damn thing you are not smart you are annoying sh,normal,offensive
10843902_gab,you democrats should be expected to denounce leftist violence illegal immigrant violence and islamic violence until that happens give us all a break from your outrageously fake moral purity,normal,offensive
1216905926969626624_twitter,beautiful hoes be like my life a movie yea bitch cinderella 😍,offensive,offensive
24856797_gab,oy vey goy nordic resistance movement has too many white people in it they need a little diversity maybe a few based niggers and some based dune coons they need a few heeb lawyers too,hatespeech,hatespeech
1097107549227241472_twitter,the party elite hate immigrants this should be stopped,normal,offensive
16973360_gab,in the oregon gay couple bake case the bakery lost in appeal court and has to pay mucho dineros to lesbo couple so now the state tells you how you can run your business sound orwellian to me hope it goes to scourt,normal,normal
1179082549617930240_twitter,<user> <user> what an idiotic comment white people are not using these asians to sue harvard the asians are suing on their own initiative hypocrite hari also known as the neckless one is trying to insidiously scapegoat white people in his anti white bigotry,normal,normal
23793002_gab,anyone consider maybe the missiles were oppressed us refugees looking for asylum in syria,offensive,normal
27543273_gab,these white sows shameless bitches have no shame they are so starved for affection they go with some stinking ghetto niggah ape,offensive,offensive
1120040632548909056_twitter,the world would be much better off without sick whites towel heads and basketball americans,offensive,offensive
8999391_gab,some mudslimes got ran over in london karma is a motherfucker,hatespeech,hatespeech
6484830_gab,more historical dem idiocy <number> ashley judd are equal rights in the constitution <number> rosie o donnell do not fear terrorists they are mothers and fathers <number> sen harry reid on obama light skinned and with no negro dialect gabfam speakfreely chat americans,offensive,offensive
722790541268627456_twitter,no homo we smokin penises,normal,offensive
1179093450261614592_twitter,<user> what is your solution to the refugee crisis stemming from the syrian civil war is there really no moral responsibility,normal,normal
8079416_gab,<user> had to refollow you you goddamn jew nigger faggot cunt maple syrup drinking muzzie or fantastic gentleman take your pick,hatespeech,hatespeech
1178400193424842752_twitter,a place that agreed the pubic is retarded and illiterate and needs representation no straight votes no democracy a republics says the aristocrats are holy holy holy and we are disgusting mud stompers lmao never only white people here do that do not tread on them,normal,hatespeech
1178943058324246529_twitter,<user> i think i followed because i am so concerned about queer theory gaining a foothold in schools we need lgb groups contributing to school policy we can not leave it to the homophobes or trans extremists,normal,normal
18945976_gab,<user> triggered faggot maga presidenttrump,offensive,offensive
16349668_gab,this is not shocking this is islam it what they do islam teaches non believers deserve whatever they get the quicker people get this fact the better,hatespeech,offensive
1179002091555164160_twitter,explain judeo christian history of previous english kings of christian faith also past jewish kings holding woman as man property how to protect some woman from rape laws of nature allow man to rape women do not molest a man wife like not to molest his horse,normal,normal
6780068_gab,on the advice of kike snake in law kushnah trump appointed neo cohen war monger assholes like mattis dothead haley and tonight was the predictable result,hatespeech,hatespeech
21333143_gab,are they 2 nd 3 rd 4 th wives the muslim child birth rate is out of control and the <number> bastard are letting it carry on they really believe that soft politics will curb their desire to have a calliohate in the uk <number> mps and so delusional and dangerous,offensive,offensive
1179072979793252352_twitter,<user> <user> <user> <user> <user> <user> i am an older white and i do too,normal,normal
1179078847142273024_twitter,getting compliments from women hit different 🥺 💕,normal,normal
1110963566687862785_twitter,<user> of course <user> would like a post about illegal immigrants,normal,offensive
17422556_gab,it absolutely is this non whites will save us from white genocide rhetoric is garbage into the trash discarded voting wont accomplish anything the system is designed to prevent that as i said general strikes self defense squads mass marches etc we need less than <number> of whites,offensive,offensive
1178960154357829633_twitter,<user> did she show solidarity with the white farmers who are being brutally raped and murdered en masse,normal,normal
17465908_gab,boomers lolbertarians and kike shills are all here the platform is really picking up leftists know we made twitter much more interesting,hatespeech,hatespeech
8028903_gab,proud of president trump told <number> muslin nations we are partners in fight against radical islamic terrorism but usa not doing it alone,normal,normal
25236622_gab,actually i am hoping in the future for a white asian alliance to restore demographic homogeneity in both white and asian communities i think the asians are racist enough to convince of our ideas,hatespeech,normal
1178860972762636289_twitter,meanwhile they are called shithole countries,normal,offensive
13063961_gab,also that he a faggot and serial mudshark,hatespeech,hatespeech
