post_id,text,true_label,pred_label
1096808482769195010_twitter,<user> and everything everything book movie i ’ ve watched crazy rich asians yesterday amp i loved it,normal,normal
25768014_gab,you really really really <user> do not like indians every fucking day you just post ugly indian women nonstop we fucking get it indians are ugly like omg stfu with these ugly fucking indians,hatespeech,hatespeech
12773452_gab,are they implying that women are mainly acid attack victims or are they suggesting that male victims should also wear make up and get thrown from a roof top,normal,normal
18402625_gab,how could we ever lose the narrative with these borderline mental retard nazi on our side,offensive,offensive
1163091555424624643_twitter,<user> you surely like to suck on conor balls do not you you fucking faggot,offensive,offensive
12693672_gab,it outrageous twitter is always slapping my hand but i must ve hurt the feelings of ghetto trash lebron got suspended for telling the truth,offensive,offensive
3396176_gab,i can honestly say that i have never watched those lard ass kardashians on tv also i have never been in a starbucks and have not been in a walmart in over twenty years top that,normal,normal
19573877_gab,the truth is about democrats and liberals they want a open borders like the european union to let all the illegal immigrants who are criminals and terrorists and they really do not care or support our military <user> trying to get this country back together,offensive,offensive
15722307_gab,i am all about supporting trump on the issues that further our cause he extremely limited when it comes to wn activism though but he way better than following a mudshark whore like you want us to do,hatespeech,hatespeech
1179039195228065794_twitter,opinion when a girl is a hoe everyone assumes that girl is the one who hit up every single guy even if it always the guy who makes the first move sexism or no smh 😒,normal,normal
6180233_gab,no asians no jews the university will decline faster than rat up a drainpipe,hatespeech,offensive
13532599_gab,why can not women be catholic priests because you can not shove a vagina up a little boy arse,hatespeech,offensive
21549541_gab,the retard is angry now,offensive,offensive
23889998_gab,boomer lol everyone i do not like is automatically a boomer i do not share a movement with a jew hiding in eastern europe also that sandnigger seed in your brain forfeits any status of german,hatespeech,hatespeech
11797678_gab,go to any whole foods in a swipple neighborhood and watch the hillary and bernie supporters quietly avoid the lines with negro cashiers similarly there are not many leftists who seek out negro physicians and dentists when your health is on the line race realism trumps race quotas,offensive,offensive
7569509_gab,people carry on about eugenics and how these eugenicists threaten the global population with their menacing ideas so far though only <number> populations have had these mass scale eugenics programs rolled out on them neasians and us white people its not about the muds its about genociding the competition,offensive,hatespeech
10126246_gab,fairy tale the beaners are getting up there and the farm owners should be shot for treason,hatespeech,hatespeech
11070535_gab,and what if we told her that a bunch of misogynnist homophobic anti christian anti semites need to go live with the other arabs that do not want them,hatespeech,offensive
14846604_gab,civic nationalist crusader ricky it not the jews vaughn posts weird gab post about a rabid fat kike posting kike shit,hatespeech,hatespeech
22422214_gab,you are already a subhuman life form so for me to further lower your value would literally be in possible have fun being muted sand nigger,hatespeech,hatespeech
24322054_gab,haha you keep saying bye yet you yearn for more seems pretty shitskin tier sad tea biscuit,offensive,normal
1458687_gab,my retarded liberal friends are all in a panic lots of crying and gnashing of teeth over the trump win i love it gabfam,offensive,offensive
1178517405536010241_twitter,<user> the bravest chinaman i know is <user>,normal,normal
1178867951732248577_twitter,<user> <user> lmao larry are you a nigger,hatespeech,hatespeech
1258064455943979009_twitter,<user> are u going to be muslim d,normal,normal
16929027_gab,guerilla warfare accomplishes nothing you can never hope to win — cia nigger sam francis really kike boy,hatespeech,hatespeech
22851690_gab,apparently it the only place you will not be harassed by muzzo sand niggers,hatespeech,hatespeech
18371866_gab,being led by a moslem terrorist cunt linda so sour,hatespeech,hatespeech
1082385043039895554_twitter,only america would shut down the whole ass government over a fucking wall you all president retarded,offensive,offensive
23896536_gab,oh good just what my state needs more memphricans abortion is a moral abomination when humans do it but niggers are not humans planned parenthood kills nigger babies,hatespeech,hatespeech
1255056716334587904_twitter,<user> you go by gay f word as well right,normal,normal
1178849684447809536_twitter,let a get this straight i can be called a racist and nazi in new york but taking my first amendment by saying illegal alien you get fine bs hannity,normal,offensive
1179027116936974337_twitter,i just asked my fam if im dating a non muslim dude they were assuming that i got <number> lolol ketawa ku dulu,normal,normal
9669471_gab,if the pope is so concerned then he can let all those refugees into the vatican,normal,normal
1092641974409154560_twitter,i think jisoo is cute i do not think btsxblackpink ships are though give it a rest,normal,offensive
8012524_gab,this picture does not make sense because the women seated are north east asians and the women that work in foot massage places are south east asian generally like vietnamese but i guess that flies over the heads of the people at o magazine to whom all these gooks look alike,normal,hatespeech
13925301_gab,true lotta coons in antifa,hatespeech,hatespeech
20601811_gab,it okay to be an illegal immigrant,normal,offensive
1143852094220193792_twitter,shes homophobic and transphobic and really rude,normal,normal
1178448977534078982_twitter,i remember when white ppl were scared of nigger music let us go back to those days,normal,hatespeech
23400679_gab,im the gay one nigger you the one fucking my ass,hatespeech,hatespeech
27617732_gab,excuse me ma am does your nigger ass have a moment to speak about the day of the rope day of the rope,hatespeech,hatespeech
1233848432089092096_twitter,open your doors for refugees you are humanistic are not you greece humanrightsrefugee,normal,normal
1179096975125467136_twitter,<user> <user> <user> without looking you judged he was a white christian queer because he supports trump,normal,normal
1122635337463996418_twitter,without kd gsw would have <number> championship they need that nigga badly,normal,normal
1178488414783586305_twitter,<user> <user> <user> <user> <user> <user> <user> unironically if the slaves in india and africa ever get freedom it will be only bcz white men are sent over there to earn it for them same as it ever was but we never get credit for being liberators only oppressors,normal,normal
1087834593204539392_twitter,a covington catholic a native american indian and a black hebrew israelite walk into a bar,normal,offensive
1179047647706939392_twitter,<user> what is the difference between <number> he became muslim and raped his daughter and <number> he raped his daughter and became muslim i find no difference hiralal converted to a religion he belonged he must hv started followed islam before conversation,normal,normal
15302040_gab,adityanath is a hard line advocate of hindutva — an ideology that advocates for hindu hegemony over india known for hinduism yoga incitement against muslims supported trump ban on refugees immigrants from <number> muslim majority nations stating similar action is needed in this country,normal,normal
18348020_gab,went varmint hunting earlier i shot six squirrels and a jackrabbit no kike rats though <sad>,hatespeech,hatespeech
26094518_gab,a complete autobiography from his kenyan birth indonesian moslem upbringing commie education college choom gang false presidency imprisonment,normal,normal
1099348020594909184_twitter,<user> he is a fucking beast asombalonga,normal,normal
12568127_gab,the nigger that shot up the church was an immigrant from from sudan,hatespeech,hatespeech
1083123764831928322_twitter,niggerdom is a deadly disease please send thoughts and prayers,hatespeech,hatespeech
1273652851013804033_twitter,<user> who can even hate you 😤 🌻,normal,normal
24996887_gab,it one of the bits of ghetto slang that has entered internet slang through the medium of irony og original gangster just read it as original,normal,offensive
1178762531999043584_twitter,so in the end no refugees fleeing from war get help yes a large of muslims rejected from your western wonderland like you have always dreamed n wanted but then you realize that your racist overlords also block atheist exmuslim asylum seekers because they are what racist,normal,offensive
25953687_gab,you are using a straw man here with your statement blame jews for everything that ails you which is lazy you should be able to debate the actual position not just the caricature of it,offensive,offensive
19573156_gab,halifax a muzzie boy choked a grade <number> girl in the school yard this was retracted censored re written re released to cover up the problems with immigrants media msm is not allowed to tell you canada calgary edmonton vancouver winnipeg regina halifax toronto montreal saskatoon victoria,offensive,hatespeech
25361518_gab,what part of they want to kill us regardless is so difficult to grasp that all i have been saying yet you lot are so erroneously laser focused on the jews that you are likely to let a moslem take you by the hand,normal,hatespeech
10568802_gab,i take it that the stasi over at wiltshire police in the uk who spend all day looking for people saying negative things about immigrants or islam are at the same time seeing crime going up and convictions going down priorities are important <user> postal,offensive,normal
1116794085476409344_twitter,yellow album so cold niggas thought it was a fluke,normal,normal
9840947_gab,ayn rand was a kike reject i burned my copy of atlas shrugged ages ago,offensive,hatespeech
16813682_gab,jews were banned from american social organizations up until the marxist civil rights movement in the 1 9 6 0 the church banned jews from christian society for almost <number> years even romans and greek kept you dogs away from polite society are you retarded or what,hatespeech,offensive
22627863_gab,probably cos you have had the moslem clit clip your pussy sowed up so the goat probably pushes back more enthusiastically fgm moslems are the problem,hatespeech,hatespeech
19773795_gab,yes yes but it is never mentioned it would be racist i was watching some fashion show with all faces walking the runway i thought soon they will want only white women as they realize the globe is filled with black and brown faces minority white hires with no guilt,offensive,normal
14520036_gab,do you honestly think it even remotely possible to vaccinate everyone what about homeless people and illegal immigrants that are not on the books,normal,offensive
21324545_gab,another hard proof that he left is utterly racist and the retarded black community still calling everyone not far left racist welcome to idiocracy,offensive,offensive
1178771301248503809_twitter,<user> <user> preceded by poverty caused by socialism yes lots of countries have socialist aspects like canada but when they go full socialism that when they turn in to shithole countries,normal,normal
1178477971960672257_twitter,you all niggers are cancers,hatespeech,hatespeech
12097836_gab,so that why we are bringing them in all that muzzie love and tolerance they are just like us only a little more rapey honest the beard on that arselifter and smug expression says super devo extremist throw it in the crusher before any more damage is done,hatespeech,hatespeech
1179092065398984705_twitter,<user> hey faggot dm me,offensive,offensive
1179533482944614401_twitter,<user> well like they are lesbians for a reason lmao,normal,normal
1179086916114714625_twitter,<user> read the koran its not allowed for muzzie to convert,hatespeech,hatespeech
1142676661487333377_twitter,might fuck around and drunk text this nigga 🥴,normal,normal
14008592_gab,life did not happen on accident it amazing how mentally retarded ideas get declared brilliant,offensive,offensive
24569919_gab,if this faggot is not a kike then we are gonna need a new term for whatever he is b c shabbos goy simply does not do justice to this level of cuckoldry,hatespeech,hatespeech
19182334_gab,hope those raped were not jews cos he will get of with it,normal,offensive
27666647_gab,if our ridiculous society would not make black people compete with whites asians and hispanics men like him would be the leaders of the black community,normal,offensive
1109574857803616257_twitter,<user> once we cut down the amount of illegal aliens coming in we can spend that money on americans,offensive,offensive
15122698_gab,story headline is misleading the actual issue reads as highly superstitious nominally christianized african immigrants abusing accidentally murdering their kids in diy exorcism attempts kids might not have been demon possessed at all except in the minds of nutbag parents theyhavetogoback,offensive,offensive
25385251_gab,the rate of black on white violence is horrifically high god rest the souls of those poor victims,offensive,normal
1083141129254694912_twitter,niggas cry and complain so much i am starting to think you all the real females in the relationship 💀,offensive,normal
20826899_gab,jews are using muslims and blacks as foot soldiers to destroy white homelands they are the racechist henchmen of the kike,hatespeech,hatespeech
21869208_gab,chopra is a curry nigger who utters meaningless new age platitudes like only you can poison your soul,hatespeech,hatespeech
16617631_gab,lol well they apparently do not like asians as a minority i guess,normal,normal
1178764891492143104_twitter,yall niggers are a disappointment,offensive,hatespeech
1178890924090376192_twitter,mfs think it cool they can talk shit about you on twitter but soon as you do it oh you a lame bitch grow up 😂 😂 😂 no bitch you grow up tf,normal,offensive
17019418_gab,the jews want to use the muslims as an army to wipeout us and then they will wipe out most of the muslims,hatespeech,offensive
21899094_gab,these fucking kikes are going to get us all killed and you fucking retarded christian cretins are the reason they have power,hatespeech,hatespeech
1178447384575201280_twitter,<user> my son is a gay cis african american man in nyc i am white cis in my mid 4 0 in nc he is much more opposed to cancel culture than me by a harsh longshot,normal,normal
1267420958324817920_twitter,<user> there ’ different type of arabs,normal,offensive
1178855234619224065_twitter,<user> it wiuld be poetic justice for a woman of colour to take this nazi monster down what say you <user>,normal,normal
1179054964615913473_twitter,<user> fuck you i fucking hate you it not my fault i am a thief of light,normal,normal
3065094_gab,french start backing marine for french president as she says she will stop islam take france out of eu poll lead jump,normal,offensive
17303590_gab,bitch is perfect kike example she does not even pretend to be objective somehow honest she just straight up makes shit up naive goyim like kevin macdonald tried to deal with her like a white results are appalling yet predictable google exchange w k mac bitch is evil,hatespeech,hatespeech
22315744_gab,the left needs to eradicate suppress the white man in europe the left needs to make the white man irrelevant cos the white man is the one who will rise up kill those who are attempting to destroy the west take our countries back the women will not,offensive,offensive
1178719424553066498_twitter,<user> <user> my family is cuban and even they hate you guys lmao you guys are just a bunch of white saviors trying to protect people who do not need protection,normal,normal
1179071206277799936_twitter,it not my fault hollywood queer coded villains and i now find them super attractive ok and not my fault i already found him interesting in dude form and am now gaga over the lady version not my fault step on me muzan,normal,normal
9495012_gab,the badass sas cleaning up the muzzie trash of isis,hatespeech,hatespeech
1220372133328670720_twitter,<user> people who dislike his character went full retard,offensive,offensive
22462238_gab,i have not paid attention to this cunt at all but whatever conceivable sexcapades she may or may not have gotten up to with trump they can not be nearly as gross and degenerate as what faggot kike anderson cooper has done,hatespeech,hatespeech
18375322_gab,mentally ill just like their muslim brothers n sisters,offensive,normal
5625921_gab,they are so fucking retarded,offensive,offensive
24869441_gab,lying msm sure dropped this muzrat terrorist attack quick,hatespeech,hatespeech
1179094659261485057_twitter,<user> i thought the photo was of the post office in ostia where soviet refugees converged in evenings to share info and support one another on emotional level i do not remember refugee camps in ostia or rome haias nayana would give stipend to rent apartments but that was in <number> <number>,normal,normal
16058746_gab,strangely enough the idea that he consumes extraordinary amounts of artificial sweetener was the first thing the kike media has said about trump that gave me pause,hatespeech,hatespeech
24823916_gab,actually i prefer my jews going up the chimney,hatespeech,offensive
21106674_gab,more kike propaganda this idea is also part of the jew plan for extermination promote masturbation in white men so that their desire for family and white children is diminished,hatespeech,hatespeech
18738836_gab,so what have you alt right anti semitic homophobic beta cucks done but cost votes and give the left their bogey men ps none of you are alpha males you are beta cucks who virtue signal by calling people gay to hide all the dicks you cram down your throats,offensive,offensive
1178700725896921088_twitter,<user> sir i have serious doubts if anything will affect us now we have become thick skinned and callous the way we are so insensitive nothing moves us women get raped minorities get lynched and many among us instead of opposing are busy recording if this is not nadir what is,normal,normal
1178364470344781824_twitter,<user> but to have someone called singh make a towel head comment on national tv is next level,hatespeech,normal
2711385_gab,do you remember when you could go out in public in europe without being sexually assaulted by some sand nigger goat fuckers pepperidge farms remembers speak freely maga,hatespeech,hatespeech
22258735_gab,<number> of americans are mentally retarded,hatespeech,offensive
24004249_gab,<user> ‍ maybe you should stop demanding the token kike be your personal jesus,hatespeech,hatespeech
1146101369436119040_twitter,<user> oh and fuck you too <user>,offensive,normal
1115292264597741570_twitter,<user> just shut up jihadi and whole country will burn you if you oppose,hatespeech,offensive
20111315_gab,one hell of a nigger picnic,hatespeech,hatespeech
16364187_gab,porn is just the way the jews are trying to stop whites from making more whites you cant get your hand pregnant and it turns young men into betas,offensive,offensive
24460896_gab,jon summers is a communist kike who hates white people,hatespeech,hatespeech
1270582964418514944_twitter,<user> we counting women too,normal,normal
13529737_gab,nigger thinks there is absolute freedom maybe relatively speaking for billionaires but otherwise no especially for nappy haired ghetto groids,hatespeech,hatespeech
19945326_gab,lolz walking past a muzzie on the phone today heard him say execution <time> made me wonder does he mean prince charles,hatespeech,hatespeech
19934530_gab,new testament do you even read any idea why christian women cover their hair until <number> but i say unto you that whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart matthew <time> yes this applies to dispensationalists,normal,normal
2813359_gab,<user> what would happen if moslem women were kicked down subway stairs oh wait they stay at home because their husbands or other male relatives will not give them permission to leave bad example,offensive,normal
3679935_gab,if you think the blmkidnapping is isolated violence by outsiders you are dead wrong send cnn into the ghetto and watch what happens pricks,offensive,offensive
1178022000326897664_twitter,<user> they feel sorry for her because her father nastiness is cutting into the profits from her fake empowerment bullsh*t <censored>,normal,normal
15769087_gab,shut your filthy mouth kike,hatespeech,hatespeech
8279790_gab,i only ask because if it a nigger than i care a little less back to your parenting theory nonsense parenting literally applies when you are well a child parent if someone said gas these jew babies i was like meh that would not be bad parenting,hatespeech,hatespeech
1179062846346452992_twitter,im getting me a white boyfriend i am sick of the negros,normal,hatespeech
1090776805148102656_twitter,denny hey bitch,offensive,offensive
1097003031344734215_twitter,<user> jihadi relax soon you will also sink in pain and anguish of your jihadi brothers being killed by indian armed forces,hatespeech,normal
1113227735881592833_twitter,imagine pullin up ya bitch house to a nighas car outside n u look thru her window n she laid up wit dude 😳 couldn ’ t even imagine,normal,offensive
21780000_gab,trump should call for a <number> day waiting period on bridges built by wetback girls,offensive,hatespeech
21280190_gab,dont like capitalism want socialism want national socialism also known as socialism for whites only got to africa jews have imposed socialism for blacks only there and if someone tries to open a business he gets shot by the jews,offensive,offensive
1178422487287242754_twitter,<user> what matters to me my white sons who live in fear of every rabid feminazi in our country who wish ill upon them even though they did nothing to deserve it my sons matter,normal,normal
18830189_gab,this coon is full of shit,hatespeech,hatespeech
15983886_gab,you idiots are targets because you allow retarded liberals to flood your city with muslims who have no business being in the usa in the first place,hatespeech,offensive
12211234_gab,i am one of those female misogynists feminists do not confine their foul cunt behavior to men they also treat other women with the same condescending disrespect always meet passive aggression with verbal aggressive aggression these bitches have to learn there a cost,hatespeech,offensive
26065100_gab,you are an idiot slavery is not a big deal it was common for most of human history get over it lying about it in some retarded attempt to blame the jews is just stupid,hatespeech,offensive
14974801_gab,good idea to release that info just on general principals but do not kid yourself fam detroit ghetto ain t giving up on john conyers they will re elect that old dope for as long as he wants to run good to have conyers around as example of dem corruption for propaganda purposes tho,offensive,offensive
11264427_gab,the irony is if you are a straight white male in decent shape they are going to label you a nazi anyway might as well rock it,offensive,normal
1160212275887783937_twitter,liking someone is ghetto that ’ why ion like to do it,offensive,normal
1179067515097489413_twitter,<user> movember next month niggers must be behind these hashtags,hatespeech,hatespeech
21738647_gab,i thought he was using trump as his defense from the lawsuit that the sheboon he got in the sumo match with filed,hatespeech,offensive
1177687442725494787_twitter,<user> 😭 😭 😭 okay cause she was mad as fuck like what the niggers do to you ma am 😭 😭,offensive,normal
1272032108211351552_twitter,making holocaust “ isn ’ t real ” jokes isnt funny 🙂 being antisemetic isn ’ t trendy 🙂 there isn ’ t an excuse for being antisemetic 🙂,normal,normal
12711331_gab,<user> sometimes i think you might actually be a nigger is it difficult to keep up this ghetto persona,hatespeech,hatespeech
1082457549985714192_twitter,wtf why is muslim twitter a thing,normal,normal
26821350_gab,if we had to choose my wife and i would pick the black nigger,hatespeech,hatespeech
23363867_gab,nasty women who hate to see a pretty lady on the tv or in the papers this does not offend me one bit very insecure people in this world sadly,normal,normal
1172974359968960518_twitter,i am the white man ’ whore,hatespeech,normal
1165119799204007936_twitter,chomp chomp is a big black sphere that barks,normal,normal
6025349_gab,the ridiculous part of the race mixing ads is the people making them would never date outside their race unless it is a jewish guy mail ordering a wife from china there more race mixing in the ghetto than in prog ville,hatespeech,offensive
12806975_gab,how much mental flip flopping does it require when you are talking about <number> million immigrants and a democratic party that seeks to incite them against a scapegoated native population because they want votes,offensive,normal
26900840_gab,nigger women asian women gipsy women arab women they all wanna be white they all imitate us,hatespeech,hatespeech
1178993190826905606_twitter,<user> my guess is that if she did get raped she would not murder the innocent baby many do not,normal,normal
1215318108052717568_twitter,waris pathan what kind of secular muslim are you who said sorry to muslims because you said ganpati bappa mourya baapdadainsult,normal,normal
1122981615016271872_twitter,bonus points if she says people are gay fanny and she replies with happy,normal,normal
8386960_gab,a negress shoplifter crams a bottle of brandy up her vagina while her son watches,offensive,hatespeech
1178808881956261890_twitter,<user> so we cant even depend on them to protect our moslem brothers sisters out there zaman sekarang its all money and money we can only depend on ourselves to preserve islam the way baginda pbuh taught us may allah guide us all,normal,normal
1179048627332734977_twitter,idgaf im still gonna retweet those tweets psl iphone <number> giveaways ni bitch im typing on fucking iphone <number> help me,normal,normal
1188543871350984705_twitter,hate when females try so hard to be niggas,normal,normal
1249040029223190529_twitter,<user> satan isn ’ t a spider negro,hatespeech,normal
1178733624486694917_twitter,if hopper is died you all niggers better count your fucking days <user>,normal,hatespeech
1092607618877554689_twitter,ching chong new year,hatespeech,hatespeech
1018691_gab,<user> hopefully any and all moslem run countries,normal,normal
8520993_gab,merkel is not minister of germany she is euro president of the human extinction movement all kommies no matter where resolve to genocide todays cultural marxists and sjw are just kommies without an ak47 they use musloid terrorist proxies,hatespeech,hatespeech
19022342_gab,one does not need stats all you need to know is that moslems are low iq mildly retarded savages,hatespeech,hatespeech
16538075_gab,that the jews coming they will harass you for moderation do not do it,offensive,offensive
15173782_gab,and he also a nigger,hatespeech,hatespeech
27520448_gab,my bucket list see obamasama hang clintons hang bushes hang merkle may kahn and that faggot running canada hang all traitor liberals expelled from us to the middle east the wall built and all illegals sent back or shot see islame beheaded,hatespeech,hatespeech
1082088434468937728_twitter,so that white powder must have been sodium percarbonate,normal,normal
10374353_gab,there is a link on washington examiner that suggests the dws it paki it aide has terrorist ties but the link will not post why washingtonexaminer com ron desantis fired debbie wasserman schultz aide may have terrorist ties article <number>,normal,hatespeech
1178397827703201793_twitter,i might stream we know the devil,normal,normal
18714380_gab,you sound like a 7 th centurie ad muslim from egypt shut up cryingman,normal,offensive
1161526681557000192_twitter,<user> nice job towel head,hatespeech,normal
21382647_gab,every kike is a problem,hatespeech,hatespeech
19713030_gab,fucking arabs and muslims hate dogs say they are dirty etc some even treat their stinky women better than a dog,offensive,offensive
14558894_gab,<user> is my favorite half kike half nig,hatespeech,hatespeech
1178550138249211904_twitter,<user> well done the white e pawn promotes to all possible pieces allumwandlung and the black pawn b7 makes all possible moves pickaninny,normal,normal
1242254807164948481_twitter,<user> <user> <number> less boys being raped,normal,normal
15879649_gab,andrew anglin wants white women to be raped and beaten into submission he is just gross being out there just to shock white sharia is cancer and must be vehemently denounced,normal,normal
25246417_gab,hey <user> will you need jews to figure out how to implement your retarded mars colonization plan,offensive,offensive
18304251_gab,i can not hear what happening with the government shutdown cuz my gramma keeps screaming at the nigger announcer on fox 😑,hatespeech,hatespeech
1263171021072465922_twitter,<user> <user> calling on someone to make a tarantino deepfake where coldplay fuck the shit out of some nazis,normal,normal
4582105_gab,<user> i just want to live for the day when i can see a white man holding up a protest sign in anyone of the countries this nimrod professes to defend leftards are retards maga mcga,offensive,hatespeech
4012084_gab,<user> not the young male coons sand niggers and snowflakes these have no dependents no jobs no standing in the society free to wreak havoc upon the society,offensive,hatespeech
21379838_gab,the muslim invitation,normal,normal
1179040793778102275_twitter,<user> all blacks start using creative white defense excuses,normal,normal
25093877_gab,to summarize the media kicked off this week with an elitist dinner to honor the first amendment only to cripple themselves with a series of fake news stories rancorous behavior and yet another sexual harassment scandal keep up the good work guys,normal,normal
22128892_gab,what do you mean not sure what you are referring to enoch is a kike btw,hatespeech,hatespeech
13271333_gab,i support girls joining the scouts there are too many trannies and dykes in the girl guide movement,hatespeech,hatespeech
11477949_gab,my relatives were raped and murdered by inbred schizoid kike vermin in the bolshevik revolution every drop of evil spawn of satan kike blood will be exterminated from the earth as a promise to my ancestors,hatespeech,hatespeech
7390537_gab,she is upset by what she thinks will be the response to her degrading head scarf but islam followers throw acid in the faces of white women walking down the street in western countries insanity is the new normal,offensive,offensive
1178783767818887168_twitter,<user> then you dont say dyke literally why are you so mad its a fcking slur there even some lesbians who dont want to reclaim it go reclaim queer if you want a slur so bad jfc,normal,normal
1255485550401855501_twitter,<user> why are you smiling like you hate yourself,normal,normal
1179097841328889857_twitter,<user> <user> white coats come along ma am hillary oh i seem to have lost a shoe white coats come along ma am,normal,normal
1082141802763702272_twitter,mental abuse is no joke i am out of this bitch,normal,normal
23331731_gab,silverstein has shown his true colors as a kike shill <user> ‍,hatespeech,hatespeech
1257164526086225923_twitter,<user> <user> you are right i hate you and jayden and others more than most,offensive,normal
19996968_gab,oh we got us a high iq kike here huh can your high iq explain why jewish boy nicolas cruz murdered <number> kids because he jewish,normal,hatespeech
1254453676090863617_twitter,<user> <user> at this point i think you ’ re just looking for an excuse to look at more gay porn 😝,normal,normal
12632245_gab,a couple of retarded liberal has beens bend the knee for stupidity is anyone surprised does anyone care,offensive,offensive
1110273981171621889_twitter,tbh the only dm i have not muted is bc girl that bitch is cute <user>,normal,offensive
5077714_gab,it allowed the anglo hating p.e. trudeau to shove french down the throats of all canadians while qc persecuted the anglos out all while fast tracking moslem migrants from france former colonies in n africa <number> result was the 2 nd gen moslem terror aka the <number> mtl massacre,normal,hatespeech
15205412_gab,you watch harry this half breed american adopt some random nigger from africa now,hatespeech,hatespeech
22568574_gab,yes they do ours hates niggers she goes nuts anytime she see a nigger buck or sow,hatespeech,hatespeech
11114636_gab,<user> if we avoid the brown mutt path i think humanity has to speciate the west and asians are too far ahead of the others you will always end up with a high level of segregation and discord mixing the lower populations and the gap is only accelerating,offensive,normal
1179089677208285184_twitter,<user> dumb bitch said the n word then forgot she posted a selca that showed she was white then tried to come back and say she was joking,normal,offensive
1179051140526346240_twitter,<user> so many meat heads,normal,normal
18015405_gab,it is the white man fault the nigger raped me these people have retard levels that should not be possible,hatespeech,hatespeech
18351010_gab,crawled out bitch i have been here since the doors opened why do not you take your kike ass back to twitter where you belong,hatespeech,hatespeech
23070526_gab,they had to make her white so it does not look like a muzzie did the crime,hatespeech,hatespeech
1178722465591283713_twitter,nigga at work said i look like a subway surfer,normal,normal
7015038_gab,even child refugees are rapists idaho anyone i have all boys they are in high school if i had elementary age kids there no way i d let them attend school with those third world heathens maga usa immigration refugees,hatespeech,hatespeech
25857922_gab,rt usahotlips i never thought i would see the day when liberals would have so much contempt for one man their country that they would actually cheer for defend ms <number> north korea iran illegal immigrants deep state thursdaythought maga tds,offensive,offensive
26767824_gab,and the forced teaching of the holocaust to children in germany remember you are basically the descendant of a genocidal maniac little boy hate yourself,offensive,offensive
1213255267686576128_twitter,wii dear iran it was us we don ’ t like you sand niggers,hatespeech,hatespeech
5415934_gab,hm yea ask that nigger kaepernicks about his white upbringing and the love theory a nigger is a nigger that it stop justifying white guilt,hatespeech,hatespeech
24894439_gab,yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard,hatespeech,hatespeech
18036634_gab,i truly did not know that i am a national socialist until gab i always knew racist bigot anti faggot anti antifs fuck sand niggers was in me but socialist i did not know what that really meant,hatespeech,hatespeech
1143852815644790785_twitter,chanhun and kyungsoo teasers today hoes 🤩 🤟 🏼,normal,normal
1177712718775754752_twitter,phoebus vs bethel moved to tomorrow at <time> at darling stadium,normal,normal
1179105500018823169_twitter,white police getting charged with murder and niggas is dancing with lions i am baffled,normal,normal
1121090278172045312_twitter,are not we muslims stopshiitevictimization,normal,offensive
20728328_gab,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,hatespeech,hatespeech
17049940_gab,ditto trump has been kissing kike ass since he got in office i will take nehlen anyday,hatespeech,hatespeech
1178852316176424960_twitter,<user> y are you talking to me shut the fuck up you stupid fucking nigger,hatespeech,hatespeech
5624720_gab,where this goes awry is when we allow the women to take control and begin applying their compassion in inappropriate and even damaging ways as my wife puts it women are to love those the husband allows into the home <number> <number>,offensive,normal
1178970188252766209_twitter,<user> what does this concern for queer theory in schools have to do with a homophobic account,normal,normal
1242648_gab,<user> if bitchslapping means ridiculing telling them off am all for it they ought to start by taking a 🔴 red pill and be asked what their position on the migrant gang rape of a defenseless women in a wheelchair is ⛈,offensive,normal
1178854608040529920_twitter,i just saw a grown white canadian man violently cut the dreadlocks off of a trudeau supporter syrian refugee dreadful elxn43 cdn poli scheer hypocrisy,normal,normal
1178829885361360896_twitter,the chicken head is my fav dance idc i am ghetto lol,normal,offensive
7497339_gab,north korea could be a much better place if they just had diversity we need to deliver them some syrian refugees african migrants immediately,normal,normal
1179032657797275648_twitter,bro i fucking hate when my classes get done early bc now idk what to do with myself,normal,normal
1179065423985135617_twitter,<user> that good now time to put some of the ignorant white want to be nazi in the terrorist watch as well,normal,normal
1246071447644143617_twitter,lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit,offensive,normal
1181559612773781504_twitter,<user> welcome to femi nazi you are like yes to equal right but no to equal responsibility irony,offensive,normal
2362186_gab,<user> negative enright i have dated a few asians though what the count for 😜,normal,normal
1179018870461329408_twitter,how to kill yourself without actually killing yourself,normal,normal
16985963_gab,this sumbitch is not part of wtp and <number> stupid motherfuckers liking his post these bastards are not awake for the goddam record all <number> billion of those goat fucking moslem bastards needs to be eradicated from the planet leave none alive from the womb to the tomb they gotta go,hatespeech,hatespeech
1213892387396829184_twitter,“ i ’ m not retarded ” said the retard,offensive,offensive
13537537_gab,i am thinking of a new old social system <number> only women can own land <number> man job is to maintain and improve the land <number> only men have political power <number> niggers obey or leave <number> jews will volunteer for the ovens <number> fill in the blanks,hatespeech,hatespeech
17255262_gab,uses a picture from the aftermath of a moslem terrorist attack d oh,normal,normal
1179085820357152770_twitter,<user> those hindus in muslim countries r refugees if no then dlt this tweet,normal,normal
1179082628349063168_twitter,<user> <user> <user> bt that does not mean we will allow illegal muslim immigrants from out side,normal,offensive
